,title,url,rate,teach_rate,new_carr,advent,earn_more,level,lang,exec_time,chap_cnt,course_dur,chap_avg_dur,edu_name
597,More C# Programming and Unity,https://ru.coursera.org/learn/more-programming-unity?specialization=programming-unity-game-development,4.8,4.91,67.0,67.0,,2.0,2.0,,4,1980,495.0,Система университетов штата Колорадо
598,Intermediate Object-Oriented Programming for Unity Games,https://ru.coursera.org/learn/intermediate-object-oriented-programming-unity-games?specialization=programming-unity-game-development,4.6,4.42,,,,2.0,2.0,,4,2160,540.0,Система университетов штата Колорадо
599,Data Structures and Design Patterns for Game Developers,https://ru.coursera.org/learn/data-structures-design-patterns?specialization=programming-unity-game-development,4.6,,,,,2.0,2.0,,4,1260,315.0,Система университетов штата Колорадо
600,Introduction to Data Analytics for Business,https://ru.coursera.org/learn/data-analytics-business?specialization=data-analytics-business,4.7,4.71,50.0,26.0,,,2.0,,4,660,165.0,Колорадский университет в Боулдере
601,Predictive Modeling and Analytics ,https://ru.coursera.org/learn/predictive-modeling-analytics?specialization=data-analytics-business,3.7,2.83,,,,,2.0,,4,660,165.0,Колорадский университет в Боулдере
602,Business Analytics for Decision Making,https://ru.coursera.org/learn/business-analytics-decision-making?specialization=data-analytics-business,4.6,4.53,,,,,2.0,,4,480,120.0,Колорадский университет в Боулдере
603,Communicating Business Analytics Results,https://ru.coursera.org/learn/communicating-business-analytics-results?specialization=data-analytics-business,4.5,4.5,50.0,25.0,,,2.0,,4,360,90.0,Колорадский университет в Боулдере
604,Global Diplomacy – Diplomacy in the Modern World,https://ru.coursera.org/learn/global-diplomacy,4.6,4.57,35.0,25.0,,,2.0,,5,900,180.0,Лондонский университет
605,Introduction to Blockchain Technologies,https://ru.coursera.org/learn/introduction-blockchain-technologies,4.7,4.74,40.0,33.0,,1.0,2.0,,5,1140,228.0,INSEAD
606,Transacting on the Blockchain,https://ru.coursera.org/learn/transacting-blockchain,4.8,4.78,,83.0,40.0,2.0,2.0,,4,660,165.0,INSEAD
607,Blockchain and Business: Applications and Implications,https://ru.coursera.org/learn/blockchain-business,4.7,4.46,,,,,2.0,,5,1140,228.0,INSEAD
608,Blockchain Opportunity Analysis,https://ru.coursera.org/learn/blockchain-opportunity-analysis,4.4,4.87,,,,2.0,2.0,,5,720,144.0,INSEAD
609,Судебно-бухгалтерская экспертиза,https://ru.coursera.org/learn/forensic-accounting,4.7,4.75,31.0,25.0,,,2.0,,5,420,84.0,Университет Западная Вирджиния
610,Write Professional Emails in English,https://ru.coursera.org/learn/professional-emails-english,4.7,4.85,51.0,45.0,15.0,,2.0,,5,840,168.0,Технологический институт Джорджии
611,Поиск скрытых сообщений в ДНК (Биоинформатика I),https://ru.coursera.org/learn/dna-analysis?specialization=bioinformatics,4.5,4.38,29.0,24.0,,1.0,2.0,,5,960,192.0,Калифорнийский университет в Сан-Диего
612,Genome Sequencing (Bioinformatics II),https://ru.coursera.org/learn/genome-sequencing?specialization=bioinformatics,4.6,4.25,20.0,17.0,,1.0,2.0,,5,1080,216.0,Калифорнийский университет в Сан-Диего
613,"Биоинформатика III: сравнение генов, протеинов и геномов",https://ru.coursera.org/learn/comparing-genomes?specialization=bioinformatics,4.7,,,,,1.0,2.0,,6,1320,220.0,Калифорнийский университет в Сан-Диего
614,Molecular Evolution (Bioinformatics IV),https://ru.coursera.org/learn/molecular-evolution?specialization=bioinformatics,4.6,,,,,1.0,2.0,,6,960,160.0,Калифорнийский университет в Сан-Диего
615,Music Business Foundations,https://ru.coursera.org/learn/music-business-foundations,4.9,4.89,58.0,45.0,15.0,,2.0,,4,600,150.0,Музыкальный колледж Беркли
616,Building Your Career in Music: Developing A Brand and Funding Your Music,https://ru.coursera.org/learn/navigate-music-industry-independent-artist,4.5,4.46,,71.0,33.0,1.0,2.0,,4,240,60.0,Музыкальный колледж Беркли
617,Copyright Law in the Music Business,https://ru.coursera.org/learn/copyright-law-music-business,4.8,4.93,50.0,50.0,,1.0,2.0,,4,420,105.0,Музыкальный колледж Беркли
618,Creativity And Entrepreneurship ,https://ru.coursera.org/learn/creativity-entrepreneurship,4.7,4.66,50.0,67.0,,1.0,2.0,,5,600,120.0,Музыкальный колледж Беркли
619,Introduction to Cybersecurity Tools & Cyber Attacks,https://ru.coursera.org/learn/introduction-cybersecurity-cyber-attacks,4.5,4.28,,,,1.0,2.0,,4,1140,285.0,IBM
620,Медицинская неврология,https://ru.coursera.org/learn/medical-neuroscience,4.9,4.94,67.0,50.0,,3.0,2.0,,13,3060,235.3846153846154,Университет Дьюка
621,"Основные физиологические показатели: понимание сигналов, которые подает наш организм",https://ru.coursera.org/learn/vital-signs,4.8,4.85,39.0,32.0,19.0,,2.0,,6,900,150.0,Пенсильванский университет
622,Развитие вашего понимания музыки,https://ru.coursera.org/learn/develop-your-musicianship,4.9,4.98,20.0,20.0,14.0,,2.0,,6,780,130.0,Музыкальный колледж Беркли
623,"Musicianship: Chord Charts, Diatonic Chords, and Minor Keys",https://ru.coursera.org/learn/musicianship-chords,4.9,,50.0,25.0,,2.0,2.0,,4,780,195.0,Музыкальный колледж Беркли
624,"Musicianship: Tensions, Harmonic Function, and Modal Interchange",https://ru.coursera.org/learn/musicianship-harmony,4.8,,,67.0,,2.0,2.0,,4,480,120.0,Музыкальный колледж Беркли
625,Developing Your Musicianship: Final Project,https://ru.coursera.org/learn/musicianship-final-project,4.9,,,,,2.0,2.0,,4,540,135.0,Музыкальный колледж Беркли
626,Анализ потребительского поведения,https://ru.coursera.org/learn/wharton-customer-analytics,4.6,4.6,33.0,32.0,,,2.0,,5,724,144.8,Пенсильванский университет
627,End-to-End Machine Learning with TensorFlow on GCP,https://ru.coursera.org/learn/end-to-end-ml-tensorflow-gcp?specialization=advanced-machine-learning-tensorflow-gcp,4.5,4.62,71.0,80.0,62.0,3.0,2.0,,3,495,165.0,Google Cloud
628,Production Machine Learning Systems,https://ru.coursera.org/learn/gcp-production-ml-systems?specialization=advanced-machine-learning-tensorflow-gcp,4.6,4.76,33.0,25.0,,3.0,2.0,,2,138,69.0,Google Cloud
629,Image Understanding with TensorFlow on GCP,https://ru.coursera.org/learn/image-understanding-tensorflow-gcp?specialization=advanced-machine-learning-tensorflow-gcp,4.6,4.75,60.0,67.0,40.0,3.0,2.0,,2,240,120.0,Google Cloud
630,Sequence Models for Time Series and Natural Language Processing,https://ru.coursera.org/learn/sequence-models-tensorflow-gcp?specialization=advanced-machine-learning-tensorflow-gcp,4.4,4.42,50.0,67.0,,3.0,2.0,,2,360,180.0,Google Cloud
631,Object Oriented Programming in Java,https://ru.coursera.org/learn/object-oriented-java?specialization=java-object-oriented,4.7,4.77,38.0,38.0,20.0,2.0,2.0,,6,2280,380.0,Калифорнийский университет в Сан-Диего
632,Data Structures and Performance,https://ru.coursera.org/learn/data-structures-optimizing-performance?specialization=java-object-oriented,4.8,4.81,41.0,38.0,18.0,2.0,2.0,,6,2340,390.0,Калифорнийский университет в Сан-Диего
633,Advanced Data Structures in Java,https://ru.coursera.org/learn/advanced-data-structures?specialization=java-object-oriented,4.8,4.44,36.0,39.0,20.0,2.0,2.0,,6,1680,280.0,Калифорнийский университет в Сан-Диего
634,Mastering the Software Engineering Interview,https://ru.coursera.org/learn/cs-tech-interview?specialization=java-object-oriented,4.6,,31.0,50.0,33.0,2.0,2.0,,4,720,180.0,Калифорнийский университет в Сан-Диего
635,"Teach English Now! Second Language Reading, Writing, and Grammar ",https://ru.coursera.org/learn/tesol-writing,4.9,4.98,50.0,42.0,16.0,1.0,2.0,,6,1380,230.0,Университет штата Аризона
636,"Teach English Now! Second Language Listening, Speaking, and Pronunciation",https://ru.coursera.org/learn/tesol-speaking,4.9,4.76,35.0,42.0,30.0,1.0,2.0,,6,1260,210.0,Университет штата Аризона
637,Teach English Now! Technology Enriched Teaching,https://ru.coursera.org/learn/tesol-technology,4.9,4.92,48.0,46.0,22.0,1.0,2.0,,6,1260,210.0,Университет штата Аризона
638,Teach English Now! Capstone Project 2,https://ru.coursera.org/learn/teaching-english-capstone-2,4.9,,42.0,49.0,28.0,1.0,2.0,,6,1920,320.0,Университет штата Аризона
639,Управление личными финансами,https://ru.coursera.org/learn/upravlenie-lichnymi-finansami?specialization=finansovyye-instrumenty,4.8,4.86,50.0,67.0,,,1.0,,4,480,120.0,"Национальный исследовательский университет ""Высшая школа экономики"""
640,Инвестиции в облигации,https://ru.coursera.org/learn/investicii-obligacii?specialization=finansovyye-instrumenty,4.4,,,,,,1.0,,4,480,120.0,"Национальный исследовательский университет ""Высшая школа экономики"""
641,Инвестиции в акции,https://ru.coursera.org/learn/investicii-akcii?specialization=finansovyye-instrumenty,3.8,,,,,,1.0,,5,900,180.0,"Национальный исследовательский университет ""Высшая школа экономики"""
642,Портфельные инвестиции: активные и пассивные стратегии,https://ru.coursera.org/learn/portfelnyye-investitsii?specialization=finansovyye-instrumenty,4.6,,,,,,1.0,,4,540,135.0,"Национальный исследовательский университет ""Высшая школа экономики"""
643,Six Sigma and the Organization (Advanced),https://ru.coursera.org/learn/six-sigma-organization-advanced,4.7,4.63,41.0,46.0,28.0,2.0,2.0,,5,840,168.0,Система университетов штата Джорджия
644,Six Sigma Advanced Define and Measure Phases,https://ru.coursera.org/learn/six-sigma-define-measure-advanced,4.7,4.55,,33.0,,2.0,2.0,,7,780,111.42857142857143,Система университетов штата Джорджия
645,Six Sigma Advanced Analyze Phase,https://ru.coursera.org/learn/six-sigma-analyze-advanced,4.7,4.66,33.0,29.0,20.0,2.0,2.0,,3,360,120.0,Система университетов штата Джорджия
646,Six Sigma Advanced Improve and Control Phases,https://ru.coursera.org/learn/six-sigma-improve-control-advanced,4.7,4.7,,14.0,17.0,2.0,2.0,,5,480,96.0,Система университетов штата Джорджия
647,Robotics: Aerial Robotics,https://ru.coursera.org/learn/robotics-flight?specialization=robotics,4.5,4.59,41.0,39.0,12.0,,2.0,,4,900,225.0,Пенсильванский университет
648,Robotics: Computational Motion Planning,https://ru.coursera.org/learn/robotics-motion-planning?specialization=robotics,4.3,4.5,,14.0,,,2.0,,4,480,120.0,Пенсильванский университет
649,Robotics: Mobility,https://ru.coursera.org/learn/robotics-mobility?specialization=robotics,3.9,3.9,60.0,43.0,,,2.0,,4,540,135.0,Пенсильванский университет
650,Robotics: Perception,https://ru.coursera.org/learn/robotics-perception?specialization=robotics,4.4,4.37,40.0,29.0,,2.0,2.0,,4,1560,390.0,Пенсильванский университет
651,Probabilistic Graphical Models 1: Representation,https://ru.coursera.org/learn/probabilistic-graphical-models,4.7,4.82,23.0,22.0,11.0,3.0,2.0,,5,2460,492.0,Стэнфордский университет
652,Probabilistic Graphical Models 2: Inference,https://ru.coursera.org/learn/probabilistic-graphical-models-2-inference,4.6,,50.0,20.0,20.0,3.0,2.0,,5,2065,413.0,Стэнфордский университет
653,Probabilistic Graphical Models 3: Learning,https://ru.coursera.org/learn/probabilistic-graphical-models-3-learning,4.6,,43.0,29.0,17.0,3.0,2.0,,5,3676,735.2,Стэнфордский университет
654,Trading Basics,https://ru.coursera.org/learn/trading-basics?specialization=trading-strategy,4.0,3.9,38.0,45.0,,1.0,2.0,,4,480,120.0,Индийская школа бизнеса
655,Trading Algorithms,https://ru.coursera.org/learn/trading-algorithm?specialization=trading-strategy,4.6,4.7,,,,2.0,2.0,,4,780,195.0,Индийская школа бизнеса
656,Advanced Trading Algorithms,https://ru.coursera.org/learn/advanced-trading-algorithms?specialization=trading-strategy,4.6,4.69,,33.0,,2.0,2.0,,4,660,165.0,Индийская школа бизнеса
657,Creating a Portfolio ,https://ru.coursera.org/learn/investment-portfolio?specialization=trading-strategy,4.4,4.5,,67.0,,1.0,2.0,,4,540,135.0,Индийская школа бизнеса
658,Introduction to Computer Programming ,https://ru.coursera.org/learn/introduction-to-computer-programming,4.3,4.59,56.0,42.0,,1.0,2.0,,3,1020,340.0,Лондонский университет
659,How Computers Work,https://ru.coursera.org/learn/how-computers-work,4.6,4.51,,,,1.0,2.0,,4,660,165.0,Лондонский университет
660,Mathematics for Computer Science,https://ru.coursera.org/learn/mathematics-for-computer-science,4.3,4.61,,,,1.0,2.0,,6,2160,360.0,Лондонский университет
661,Convolutional Neural Networks,https://ru.coursera.org/learn/convolutional-neural-networks,4.9,4.9,36.0,37.0,12.0,2.0,2.0,,4,1200,300.0,deeplearning.ai
662,"Разработка новых финансовых инструментов и управление рисками, часть I",https://ru.coursera.org/learn/financial-engineering-1,4.6,4.51,40.0,38.0,,,2.0,,8,929,116.125,Колумбийский университет
663,Поведение животных и защита их прав ,https://ru.coursera.org/learn/animal-welfare,4.8,4.73,50.0,37.0,,,2.0,,7,600,85.71428571428571,Эдинбургский университет
